id,paper_id,primers,longitude,latitude,continent,sample_type,ITS1_extracted,ITS2_extracted,ITS_total,Biome,MAT,MAP,pH,year_start,year_end,year_of_sampling,manipulated
1421,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,144705,144705,forest,3.6,670,5.19,2014,2014,2014,FALSE
1422,Schlatter_2018_C2A6,ITS1F/ITS2,-117.086,46.779,North America,soil,32443,0,32443,cropland,9.3,542,4.87,2016,2016,2016,FALSE
1426,Wicaksono_2017_3B9E,fITS7/ITS4,-64.9019,-23.6823,South America,soil,0,102795,102795,forest,15.4,1121,4.36,2011,2013,2011 to 2013,FALSE
1427,Farrer_2019_50DE,ITS1F/ITS2,-105.642,40.0524,North America,soil,41707,0,41707,tundra,-3.7,757,5.18,2015,2015,2015,FALSE
1430,Anthony_2017_647F,fITS7/ITS4,-72.2079,42.5084,North America,soil,0,46196,46196,forest,9.1,1280,5.4,2013,2013,2013,FALSE
1439,Farrer_2019_50DE,ITS1F/ITS2,-105.644,40.0511,North America,soil,25985,0,25985,tundra,-3.7,757,5.1,2015,2015,2015,FALSE
1450,Anthony_2017_647F,fITS7/ITS4,-74.0093,41.4199,North America,soil,0,64006,64006,forest,10.5,1413,4.8,2013,2013,2013,FALSE
1458,DelgadoBaquerizo_2017_BB88,fITS7/ITS4,-69.9469,9.6665,South America,soil,0,138795,138795,forest,22.6,862,6.8869285,2009,2009,2009,FALSE
1462,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,36896,0,36896,aquatic,18.8,1397,7.95,2012,2012,2012,FALSE
1480,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3197,Pacific Ocean,shoot,0,86878,86878,aquatic,14.9,1061,6.94,2016,2016,2016,FALSE
1481,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3197,Pacific Ocean,root,0,71658,71658,aquatic,14.9,1061,6.94,2016,2016,2016,FALSE
1487,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,120996,120996,grassland,9.2,881,6.35,2015,2015,2015,FALSE
1488,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,119756,119756,grassland,9.2,881,6.35,2015,2015,2015,FALSE
1498,Gravuer_2020_mCY,ITS1F/ITS3,-122.427,38.872,North America,soil,45766,0,45766,grassland,12.7,872,7.4,2013,2013,2013,TRUE
1500,Wicaksono_2017_3B9E,fITS7/ITS4,-65.8781,-27.3335,South America,soil,0,143386,143386,forest,17.4,771,6.01,2011,2013,2011 to 2013,FALSE
1507,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,176298,176298,grassland,8.7,775,4.93,2015,2015,2015,TRUE
1509,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,155316,155316,grassland,8.7,775,6.35,2015,2015,2015,FALSE
1510,Anthony_2017_647F,fITS7/ITS4,-74.0093,41.4199,North America,soil,0,53785,53785,forest,10.5,1413,4.7,2013,2013,2013,FALSE
1539,Anthony_2020_mBY,fITS7/ITS4,-72.1875,42.4836,North America,soil,0,9621,9621,forest,8.8,1345,3.9,2016,2016,2016,TRUE
1551,Ladwig_2021_aa6b,5.8S_Fun/ITS4_Fun,-106.697,34.3159,North America,soil,0,51476,51476,desert,14.5,297,8.5,2013,2013,2013,FALSE
1554,Ladwig_2021_aa6b,5.8S_Fun/ITS4_Fun,-106.694,34.316,North America,soil,0,46760,46760,grassland,14.5,297,8.3,2013,2013,2013,FALSE
1572,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,191215,191215,forest,3.6,670,5.27,2014,2014,2014,FALSE
1573,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,120179,0,120179,aquatic,18.8,1397,7.98,2013,2013,2013,FALSE
1574,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,48301,0,48301,aquatic,18.8,1397,7.95,2013,2013,2013,FALSE
1575,Tedersoo_2014_B9DD,ITS3/ITS4,-96.635,17.1666,North America,soil,0,6572,6572,forest,10.7,1024,4.67,2012,2012,2012,FALSE
1600,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,220230,220230,grassland,9.2,881,4.93,2015,2015,2015,TRUE
1601,Zhang_2020_DB,ITS1F/ITS2,-58.93,-62.18,Antarctica,soil,56577,0,56577,desert,-2.1,769,7.65,2017,2017,2017,FALSE
1605,Pellitier_2019_82BC,5.8S_Fun/ITS4_Fun,-86.09,44.26,North America,shoot,0,797851,797851,forest,7.9,756,4.660550794,2016,2016,2016,FALSE
1606,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3199,Pacific Ocean,root,0,15505,15505,aquatic,14.9,1061,6.74,2016,2016,2016,FALSE
1607,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.32,Pacific Ocean,root,0,73232,73232,aquatic,14.9,1061,6.33,2016,2016,2016,FALSE
1643,Peay_2017_BCFB,ITS1F/ITS2,-155.745,20.1323,North America,soil,53343,0,53343,grassland,18.5,3238,3.8,2015,2015,2015,FALSE
1647,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,271230,271230,forest,3.6,670,4.62,2014,2014,2014,FALSE
1649,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3197,Pacific Ocean,root,0,20630,20630,aquatic,14.9,1061,6.94,2016,2016,2016,FALSE
1656,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,467317,467317,forest,3.6,670,5,2015,2015,2015,FALSE
1824,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,97215,97215,forest,3.6,670,4.57,2015,2015,2015,FALSE
1828,Anthony_2017_647F,fITS7/ITS4,-73.956,41.3915,North America,soil,0,105380,105380,forest,11.7,909,5.2,2013,2013,2013,FALSE
1829,Anthony_2017_647F,fITS7/ITS4,-73.956,41.3915,North America,soil,0,105311,105311,forest,11.7,909,4.7,2013,2013,2013,FALSE
1830,Anthony_2017_647F,fITS7/ITS4,-73.956,41.3915,North America,soil,0,86581,86581,forest,11.7,909,5.2,2013,2013,2013,FALSE
1831,Araya_2019_add,fITS9/ITS4,-70.8394,-27.4676,South America,soil,0,151251,151251,desert,16.8,26,9.24,2016,2016,2016,FALSE
1833,Anthony_2020_mBY,fITS7/ITS4,-72.1875,42.4836,North America,soil,0,62433,62433,forest,8.8,1345,4.3,2016,2016,2016,TRUE
1843,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3199,Pacific Ocean,sediment,0,48792,48792,aquatic,14.9,1061,6.74,2016,2016,2016,FALSE
1845,Truong_2019_add,ITS1F/ITS2,-68.8373,-54.3593,South America,soil,182442,0,182442,forest,4,489,4.54,2015,2015,2015,FALSE
1847,Lagueux_2021_mCK,fITS7/ITS4,-99.3354,38.8586,North America,root,0,101450,101450,grassland,12.6,547,7.598,2015,2015,2015,FALSE
1848,Lagueux_2021_mCK,fITS7/ITS4,-99.3354,38.8586,North America,root,0,47489,47489,grassland,12.6,547,7.598,2015,2015,2015,TRUE
1860,RoyBolduc_2016_E50C,ITS1F/ITS4,-61.755,47.4351,North America,root,4634,3678,8312,forest,5.2,934,4.9,2010,2010,2010,FALSE
1895,Anthony_2017_647F,fITS7/ITS4,-73.2508,42.1291,North America,soil,0,251299,251299,forest,9.2,1311,5.4,2013,2013,2013,FALSE
1923,Gannes_2016_5E98,ITS1F/ITS4,-61.27,10.35,South America,soil,28228,17524,45752,forest,26.4,2185,4.2,2015,2015,2015,FALSE
1930,Araya_2019_add,fITS9/ITS4,-70.9647,-28.7694,South America,root + rhizosphere soil,0,312568,312568,desert,15.5,46,8,2015,2015,2015,FALSE
1934,Anthony_2017_647F,fITS7/ITS4,-74.0093,41.4199,North America,soil,0,84041,84041,forest,10.5,1413,5.4,2013,2013,2013,FALSE
1962,Freed_2019_B98F,ITS1F/ITS2,-124.05,42.53,North America,rhizosphere soil,44677,0,44677,wetland,13,1491,6.85,2016,2016,2016,FALSE
1967,Zhang_2020_DB,ITS1F/ITS2,-58.96,-62.16,Antarctica,soil,36892,0,36892,desert,-1.7,775,5.7,2017,2017,2017,FALSE
1979,Bell_2020_EE,ITS1F/ITS2,-106.529,52.1621,North America,rhizosphere soil,3697,0,3697,grassland,2.7,368,7.29,2014,2014,2014,FALSE
1980,Bell_2020_EE,ITS1F/ITS2,-106.536,52.1623,North America,rhizosphere soil,15373,0,15373,grassland,2.7,369,6.5,2014,2014,2014,FALSE
1983,Bell_2020_EE,ITS1F/ITS2,-106.53,52.1676,North America,rhizosphere soil,5926,0,5926,grassland,2.7,367,6.59,2014,2014,2014,FALSE
1985,Bell_2020_EE,ITS1F/ITS2,-106.535,52.163,North America,rhizosphere soil,5312,0,5312,grassland,2.7,369,6.6,2014,2014,2014,FALSE
1993,McGee_2019_ADF4,ITS1F/ITS4,-84.16,10.27,North America,soil,25851,52964,78815,forest,21,3663,5.77,2015,2015,2015,FALSE
1999,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,698441,0,698441,aquatic,18.8,1397,7.95,2011,2011,2011,FALSE
2003,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,260028,0,260028,aquatic,18.8,1397,7.97,2011,2011,2011,FALSE
2004,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,189657,0,189657,aquatic,18.8,1397,7.97,2011,2011,2011,FALSE
2012,Anthony_2017_647F,fITS7/ITS4,-71.3318,42.4094,North America,soil,0,52815,52815,forest,10.1,1279,4.7,2013,2013,2013,FALSE
2051,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,244561,244561,forest,3.6,670,4.96,2014,2014,2014,FALSE
2064,Anthony_2017_647F,fITS7/ITS4,-74.0093,41.4199,North America,soil,0,182190,182190,forest,10.5,1413,5.2,2013,2013,2013,FALSE
2065,Wicaksono_2017_3B9E,fITS7/ITS4,-64.8503,-23.7571,South America,soil,0,139337,139337,forest,20.2,752,6.85,2011,2013,2011 to 2013,FALSE
2066,Wicaksono_2017_3B9E,fITS7/ITS4,-64.851,-23.7522,South America,soil,0,56033,56033,forest,20.2,752,7.17,2011,2013,2011 to 2013,FALSE
2067,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,167807,167807,forest,3.6,670,4.44,2014,2014,2014,FALSE
2087,Singh_2019_EA7F,ITS1/ITS4,-77.0919,43.125,North America,rhizosphere soil,134176,100347,234523,cropland,9.1,917,6.85,0,0,NA_,FALSE
2088,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,89255,0,89255,aquatic,18.8,1397,7.89,2013,2013,2013,FALSE
2099,Glassman_2017_E29A,ITS1F/ITS2,-119.274,37.9179,North America,soil,165467,0,165467,forest,1.5,741,4.3,2012,2012,2012,FALSE
2104,Schlatter_2018_C2A6,ITS1F/ITS2,-117.083,46.7822,North America,soil,31931,0,31931,cropland,9.2,564,6.18,2016,2016,2016,FALSE
2198,Lagueux_2021_mCK,fITS7/ITS4,-99.3354,38.8586,North America,root,0,200565,200565,grassland,12.6,547,7.598,2015,2015,2015,FALSE
2209,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.32,Pacific Ocean,sediment,0,56405,56405,aquatic,14.9,1061,6.33,2016,2016,2016,FALSE
2213,Anthony_2017_647F,fITS7/ITS4,-73.3379,42.4751,North America,soil,0,78309,78309,forest,7.4,1362,5.4,2013,2013,2013,FALSE
2218,Anthony_2017_647F,fITS7/ITS4,-72.2079,42.5084,North America,soil,0,91295,91295,forest,9.1,1280,4.7,2013,2013,2013,FALSE
2230,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,178115,178115,grassland,8.7,775,4.93,2015,2015,2015,TRUE
2234,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,190044,190044,grassland,9.2,881,4.93,2015,2015,2015,TRUE
2235,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,215605,215605,forest,3.6,670,5.11,2015,2015,2015,FALSE
2236,Araya_2019_add,fITS9/ITS4,-70.8394,-27.4676,South America,root + rhizosphere soil,0,266136,266136,desert,16.8,26,9.24,2015,2015,2015,FALSE
2237,Araya_2019_add,fITS9/ITS4,-70.8394,-27.4676,South America,root + rhizosphere soil,0,266136,266136,desert,16.8,26,9.24,2015,2015,2015,FALSE
2238,Singh_2019_EA7F,ITS1/ITS4,-77.0919,43.125,North America,root,23838,60627,84465,cropland,9.1,917,6.8,0,0,NA_,FALSE
2244,UOBC_2016_5CA6,ITS3/ITS4,-120.78,39.26,North America,soil,0,15560,15560,forest,10.8,1613,4.23,2011,2011,2011,FALSE
2246,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.873,North America,soil,73976,0,73976,grassland,12.7,872,6.6,2013,2013,2013,TRUE
2297,Ladwig_2021_aa6b,5.8S_Fun/ITS4_Fun,-106.696,34.3159,North America,soil,0,68209,68209,desert,14.5,297,8.4,2013,2013,2013,FALSE
2299,Farrer_2019_50DE,ITS1F/ITS2,-105.624,40.0573,North America,soil,23907,0,23907,tundra,-2.2,603,5.32,2015,2015,2015,FALSE
2300,Whitman_2019_8E28,5.8S_Fun/ITS4_Fun,-116.446,62.5375,North America,soil,0,16817,16817,forest,-3.9,268,7.46,2015,2015,2015,FALSE
2305,Truong_2019_add,ITS1F/ITS2,-67.2232,-54.5792,South America,soil,54445,0,54445,forest,3.7,628,3.52,2015,2015,2015,FALSE
2314,Araya_2019_add,fITS9/ITS4,-71.0294,-29.2931,South America,root + rhizosphere soil,0,274601,274601,desert,13.6,50,8.59,2015,2015,2015,FALSE
2316,DelgadoBaquerizo_2017_BB88,fITS7/ITS4,-71.2449,-29.3114,South America,soil,0,64607,64607,shrubland,19.4,57,7.696567026,2009,2009,2009,FALSE
2342,Van_Nuland_2020_BK,ITS1F/ITS2,-92.52,46.6794,North America,soil,44218,0,44218,forest,5.2,783,6,2011,2011,2011,TRUE
2353,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,27804,0,27804,cropland,7.6,982,6.8,2017,2017,2017,TRUE
2363,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,173444,173444,grassland,8.7,775,4.93,2015,2015,2015,TRUE
2389,Egidi_AD_2019,fITS7/ITS4,-96.81,40.87,North America,soil,0,1870615,1870615,grassland,11,765,7.2,2003,2015,2003 to 2015,FALSE
2395,Anthony_2017_647F,fITS7/ITS4,-74.0093,41.4199,North America,soil,0,146624,146624,forest,10.5,1413,5.4,2013,2013,2013,FALSE
2396,Anthony_2017_647F,fITS7/ITS4,-73.3379,42.4751,North America,soil,0,37779,37779,forest,7.4,1362,5.4,2013,2013,2013,FALSE
2401,Glassman_2016_E625,ITS1F/ITS2,-119.913,37.8126,North America,soil,51748,0,51748,forest,12.1,804,5.82,2011,2011,2011,FALSE
2406,Truong_2019_add,ITS1F/ITS2,-68.8373,-54.3593,South America,soil,43781,0,43781,forest,4,489,4.54,2015,2015,2015,FALSE
2421,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,495645,0,495645,aquatic,18.8,1397,7.91,2011,2011,2011,FALSE
2426,Farrer_2019_50DE,ITS1F/ITS2,-105.627,40.0572,North America,soil,17339,0,17339,tundra,-2.8,672,5.38,2015,2015,2015,FALSE
2427,Glassman_2017_E29A,ITS1F/ITS2,-119.268,37.917,North America,soil,46840,0,46840,forest,1.5,741,4.4,2012,2012,2012,FALSE
2429,Schlatter_2018_C2A6,ITS1F/ITS2,-117.085,46.7804,North America,soil,49123,0,49123,cropland,9.3,542,7.19,2016,2016,2016,FALSE
2430,Schlatter_2018_C2A6,ITS1F/ITS2,-117.084,46.7807,North America,soil,51145,0,51145,cropland,9.3,542,6.62,2016,2016,2016,FALSE
2436,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3202,Pacific Ocean,sediment,0,36906,36906,aquatic,14.9,1061,6.86,2016,2016,2016,FALSE
2442,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,258100,258100,forest,3.6,670,4.46,2015,2015,2015,FALSE
2443,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,356445,356445,forest,3.6,670,4.45,2014,2014,2014,FALSE
2455,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,161562,161562,forest,3.6,670,4.56,2014,2014,2014,FALSE
2456,UOBC_2016_5CA6,ITS3/ITS4,-126.31,52.32,North America,soil,0,8192,8192,forest,-1.9,1253,4.94,2008,2008,2008,FALSE
2463,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,38999,0,38999,cropland,7.6,982,6.8,2017,2017,2017,TRUE
2468,Egidi_AD_2019,fITS7/ITS4,-111.004,45.5736,North America,soil,0,72907,72907,forest,4.4,483,7.1,2003,2015,2003 to 2015,FALSE
2490,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,205638,205638,grassland,8.7,775,6.35,2015,2015,2015,FALSE
2492,Singh_2019_EA7F,ITS1/ITS4,-77.0919,43.125,North America,rhizosphere soil,186097,33974,220071,cropland,9.1,917,6.8,0,0,NA_,FALSE
2528,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,230621,230621,forest,3.6,670,4.62,2014,2014,2014,FALSE
2531,Gravuer_2020_mCY,ITS1F/ITS3,-122.427,38.871,North America,soil,107854,0,107854,grassland,12.7,872,7.1,2013,2013,2013,TRUE
2540,Farrer_2019_50DE,ITS1F/ITS2,-105.644,40.0515,North America,soil,36638,0,36638,tundra,-3.7,757,4.26,2015,2015,2015,FALSE
2541,Singh_2019_EA7F,ITS1/ITS4,-77.0919,43.125,North America,rhizosphere soil,61393,92354,153747,cropland,9.1,917,6.8,0,0,NA_,FALSE
2549,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,170716,170716,forest,3.6,670,4.57,2015,2015,2015,FALSE
2569,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.871,North America,soil,105830,0,105830,grassland,12.7,872,7.2,2013,2013,2013,TRUE
2573,Gravuer_2020_mCY,ITS1F/ITS3,-122.427,38.871,North America,soil,130959,0,130959,grassland,12.7,872,6.8,2013,2013,2013,TRUE
2574,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,208985,208985,forest,3.6,670,4.2,2015,2015,2015,FALSE
2575,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,287749,287749,forest,3.6,670,4.75,2015,2015,2015,FALSE
2576,Peay_2017_BCFB,ITS1F/ITS2,-155.792,20.151,North America,soil,54846,0,54846,grassland,19.6,2176,4.1,2015,2015,2015,FALSE
2588,Ladwig_2021_aa6b,5.8S_Fun/ITS4_Fun,-106.696,34.3159,North America,soil,0,45555,45555,desert,14.5,297,8.4,2013,2013,2013,FALSE
2589,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.872,North America,soil,69931,0,69931,grassland,12.7,872,6.7,2013,2013,2013,TRUE
2599,Truong_2019_add,ITS1F/ITS2,-68.3273,-54.766,South America,soil,62404,0,62404,forest,3.4,486,3.52,2015,2015,2015,FALSE
2608,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3197,Pacific Ocean,root,0,62392,62392,aquatic,14.9,1061,6.94,2016,2016,2016,FALSE
2619,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.869,North America,soil,94681,0,94681,grassland,12.7,872,7,2013,2013,2013,TRUE
2638,Ettinger_2019_dc38,5.8S_Fun/ITS4_Fun,-123.054,38.3202,Pacific Ocean,root,0,80455,80455,aquatic,14.9,1061,6.86,2016,2016,2016,FALSE
2645,Zhou_2016_A8F1,gITS7/ITS4,-65.8,18.3,North America,soil,0,24637,24637,forest,21.5,3117,4.83,2012,2012,2012,FALSE
2655,Peay_2017_BCFB,ITS1F/ITS2,-155.807,20.1539,North America,soil,54002,0,54002,grassland,19.7,1903,4.4,2015,2015,2015,FALSE
2666,Schlatter_2018_C2A6,ITS1F/ITS2,-117.084,46.7807,North America,soil,39679,0,39679,cropland,9.3,542,6.35,2016,2016,2016,FALSE
2674,Truong_2019_add,ITS1F/ITS2,-68.8055,-54.3735,South America,soil,103864,0,103864,forest,3.8,533,3.82,2015,2015,2015,FALSE
2675,Robin_2019_2881,ITS86F/ITS4,-48.6333,-23.0333,South America,root,0,83135,83135,cropland,20.1,1243,4.19,2015,2015,2015,FALSE
2700,Veach_2018_TD,ITS1F/ITS4,-83.0808,35.5879,North America,soil,19,131712,131731,forest,8.3,1552,4.1,2013,2013,2013,FALSE
2701,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,318938,318938,forest,3.6,670,5.24,2014,2014,2014,FALSE
2702,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,39026,0,39026,cropland,7.6,982,6.8,2017,2017,2017,TRUE
2707,Peay_2017_BCFB,ITS1F/ITS2,-155.869,20.119,North America,soil,50990,0,50990,grassland,23.7,378,6.7,2015,2015,2015,FALSE
2714,Lagueux_2021_mCK,fITS7/ITS4,-99.3354,38.8586,North America,root,0,124788,124788,grassland,12.6,547,7.598,2015,2015,2015,FALSE
2715,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.87,North America,soil,134609,0,134609,grassland,12.7,872,7.2,2013,2013,2013,TRUE
2749,Gravuer_2020_mCY,ITS1F/ITS3,-122.428,38.87,North America,soil,79031,0,79031,grassland,12.7,872,7.2,2013,2013,2013,TRUE
2777,DelgadoBaquerizo_2017_BB88,fITS7/ITS4,-111.857,36.6855,North America,soil,0,94925,94925,shrubland,13.9,221,8.351972906,2009,2009,2009,FALSE
2828,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,120928,120928,forest,3.6,670,5.1,2015,2015,2015,FALSE
2837,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,203290,0,203290,aquatic,18.8,1397,7.94,2011,2011,2011,FALSE
2838,Freed_2019_B98F,ITS1F/ITS2,-116.71,46.8,North America,soil,41747,0,41747,wetland,8.6,663,5.95,2016,2016,2016,FALSE
2864,Peay_2017_BCFB,ITS1F/ITS2,-155.778,20.1457,North America,soil,61365,0,61365,grassland,19.2,2429,3.9,2015,2015,2015,FALSE
2866,Carson_2019_B39C,fITS7/ITS4,-96.6122,39.102,North America,soil,0,8981,8981,grassland,12.9,748,6.31,2015,2015,2015,FALSE
2874,Wicaksono_2017_3B9E,fITS7/ITS4,-64.8617,-23.6966,South America,soil,0,50378,50378,forest,17.9,1025,6.23,2011,2013,2011 to 2013,FALSE
2875,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,221820,221820,forest,3.6,670,5,2014,2014,2014,FALSE
2910,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,179508,179508,grassland,9.2,881,6.03,2015,2015,2015,TRUE
2919,Wicaksono_2017_3B9E,fITS7/ITS4,-64.891,-23.6847,South America,soil,0,73795,73795,forest,16.1,1134,5.81,2011,2013,2011 to 2013,FALSE
2928,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,190574,190574,grassland,8.7,775,6.35,2015,2015,2015,FALSE
2932,Singh_2019_EA7F,ITS1/ITS4,-77.0919,43.125,North America,rhizosphere soil,93435,149343,242778,cropland,9.1,917,6.85,0,0,NA_,FALSE
2950,Van_Nuland_2020_BK,ITS1F/ITS2,-92.52,46.6794,North America,soil,41035,0,41035,forest,5.2,783,6,2011,2011,2011,TRUE
2951,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,215530,215530,grassland,9.2,881,6.35,2015,2015,2015,FALSE
2955,Peay_2017_BCFB,ITS1F/ITS2,-155.745,20.1323,North America,soil,47086,0,47086,grassland,18.5,3238,3.8,2015,2015,2015,FALSE
2956,Peay_2017_BCFB,ITS1F/ITS2,-155.745,20.1323,North America,soil,47253,0,47253,grassland,18.5,3238,4,2015,2015,2015,FALSE
2964,Anthony_2017_647F,fITS7/ITS4,-73.3379,42.4751,North America,soil,0,68703,68703,forest,7.4,1362,5.2,2013,2013,2013,FALSE
2967,Yergeau_2020_mDJ,ITS1F/58A2R,-73.5706,45.183,North America,soil,26584,0,26584,cropland,7.6,982,6.8,2017,2017,2017,TRUE
2969,Singh_2019_EA7F,ITS1/ITS4,-77.0919,43.125,North America,rhizosphere soil,39194,37313,76507,cropland,9.1,917,6.85,0,0,NA_,FALSE
2974,Duan_2018_DJ,ITS1F/ITS4,-76.6707,34.7181,North America,water,347739,0,347739,aquatic,18.8,1397,8.06,2011,2011,2011,FALSE
2982,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,168076,168076,grassland,8.7,775,6.03,2015,2015,2015,TRUE
3005,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,128666,128666,grassland,9.2,881,6.35,2015,2015,2015,FALSE
3008,McGee_2019_ADF4,ITS1F/ITS4,-84.16,10.27,North America,soil,22162,65369,87531,forest,21,3663,5.75,2015,2015,2015,FALSE
3011,Peay_2017_BCFB,ITS1F/ITS2,-155.812,20.1537,North America,soil,61381,0,61381,grassland,20.1,1808,5,2015,2015,2015,FALSE
3013,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,339770,339770,forest,3.6,670,5.24,2014,2014,2014,FALSE
3019,Veach_2018_TD,ITS1F/ITS4,-83.4594,35.0382,North America,soil,18,79447,79465,forest,10.2,1873,3.9,2013,2013,2013,FALSE
3040,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,144771,144771,grassland,9.2,881,6.03,2015,2015,2015,TRUE
3042,Pellitier_2019_82BC,5.8S_Fun/ITS4_Fun,-85.97,44.28,North America,shoot,0,764995,764995,forest,7.8,803,3.951721847,2016,2016,2016,FALSE
3059,Gravuer_2020_mCY,ITS1F/ITS3,-122.429,38.869,North America,soil,94111,0,94111,grassland,12.7,872,7.1,2013,2013,2013,FALSE
3061,Weber_2019_1GA,5.8S_Fun/ITS4_Fun,-117.705,33.7428,North America,root,0,77914,77914,shrubland,17.7,367,6.36,2015,2015,2015,TRUE
3063,Glassman_2017_E29A,ITS1F/ITS2,-119.273,37.9205,North America,soil,57850,0,57850,forest,1.5,741,4.6,2013,2013,2013,FALSE
3071,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,147313,147313,grassland,9.2,881,6.35,2015,2015,2015,FALSE
3088,Li_2021_mDU,fITS9/ITS4,-85.37,42.38,North America,soil,0,146580,146580,grassland,9.2,881,6.03,2015,2015,2015,TRUE
3089,Truong_2019_add,ITS1F/ITS2,-68.8212,-54.3539,South America,soil,50706,0,50706,forest,4.8,479,4.54,2015,2015,2015,FALSE
3102,Wicaksono_2017_3B9E,fITS7/ITS4,-64.7256,-22.3424,South America,soil,0,227639,227639,forest,15.7,804,4.26,2011,2013,2011 to 2013,FALSE
3103,Sukdeo_2018_1DF4,ITS86F/ITS4,-123.267,54.3333,North America,soil,0,295214,295214,forest,3.6,670,5.05,2014,2014,2014,FALSE
3117,Li_2021_mDU,fITS9/ITS4,-89.35,43.1333,North America,soil,0,166020,166020,grassland,8.7,775,6.35,2015,2015,2015,FALSE
